outlive	0.769
pregnancy	0.769
somersault	0.769
surgery	0.769
surprises	0.769
unpredictable	0.769
velocity	0.769
zest	0.769
dancer	0.768
kidder	0.768
resuscitation	0.768
shipwreck	0.768
startling	0.768
awestruck	0.767
proclamation	0.767
neurosis	0.766
aberrant	0.765
agglomeration	0.765
altered	0.765
amazingly	0.765
ammo	0.765
annoy	0.765
asset	0.765
auditions	0.765
bisexual	0.765
cardiac	0.765
crook	0.765
darn	0.765
die	0.765
entanglement	0.765
escape	0.765
famously	0.765
gossip	0.765
heresy	0.765
horrid	0.765
incessantly	0.765
inducement	0.765
inflammation	0.765
instigate	0.765
malicious	0.765
malign	0.765
marry	0.765
maximize	0.765
mislead	0.765
multitude	0.765
offense	0.765
overcoming	0.765
overturn	0.765
pain	0.765
perpetrator	0.765
play	0.765
premonition	0.765
revulsion	0.765
rivalry	0.765
shiver	0.765
sparkle	0.765
subversive	0.765
tiger	0.765
topless	0.765
vaginal	0.765
video game	0.765
adventures	0.764
armament	0.764
ballplayer	0.764
basketball	0.764
bothering	0.764
clashing	0.764
cocksucker	0.764
detective	0.764
expatriate	0.764
experimental	0.764
ghostly	0.764
growl	0.764
infatuated	0.764
motorcycle	0.764
overrun	0.764
prick	0.764
raving	0.764
repression	0.764
stifle	0.764
suffocate	0.764
trample	0.764
extravagant	0.763
girlfriend	0.763
grueling	0.763
prize	0.763
recklessness	0.763
bestial	0.761
discriminate	0.761
overthinking	0.761
uncouth	0.761
ache	0.760
adversity	0.760
aggravated	0.760
annihilated	0.760
baseball	0.760
bigoted	0.760
burning	0.760
choosy	0.760
claim	0.760
compulsion	0.760
confront	0.760
counterclaim	0.760
critique	0.760
cynical	0.760
damages	0.760
damned	0.760
dictator	0.760
disturb	0.760
dodge	0.760
dreading	0.760
dupe	0.760
exaggerate	0.760
fighter	0.760
flurries	0.760
flurry	0.760
football	0.760
getaway	0.760
glad	0.760
goddamn	0.760
gymnast	0.760
happier	0.760
happydance	0.760
horrifying	0.760
incessant	0.760
infectious	0.760
inflict	0.760
instability	0.760
intoxicating	0.760
joker	0.760
juggle	0.760
litigation	0.760
nakedness	0.760
navy	0.760
outstanding	0.760
pesky	0.760
poison	0.760
predator	0.760
procreate	0.760
remuneration	0.760
shattering	0.760
smitten	0.760
spoils	0.760
stole	0.760
stray	0.760
throes	0.760
trench	0.760
unbeaten	0.760
vanquish	0.760
whiplash	0.760
wonderfully	0.760
army	0.759
caffeine	0.759
concerto	0.759
elevation	0.759
enjoying	0.759
gaiety	0.759
injurious	0.759
phantom	0.759
pussy	0.759
rhythm	0.759
shook	0.759
unbridled	0.759
unexpectedly	0.759
unlawful	0.759
wobbly	0.759
goddamned	0.758
ovation	0.758
prohibit	0.758
warhead	0.756
abomination	0.755
accusative	0.755
amputation	0.755
anarchy	0.755
animate	0.755
arrogant	0.755
audacity	0.755
blasphemous	0.755
bounty	0.755
budge	0.755
bully	0.755
challenger	0.755
claustrophobic	0.755
congratulations	0.755
contraction	0.755
craving	0.755
crushing	0.755
curiosity	0.755
disruptive	0.755
doomed	0.755
drama	0.755
endeavor	0.755
escaped	0.755
evacuation	0.755
executor	0.755
exertion	0.755
fame	0.755
fascist	0.755
flush	0.755
fooling	0.755
frightful	0.755
funky	0.755
ghost	0.755
gifts	0.755
gig	0.755
grrr	0.755
gust	0.755
hacker	0.755
headache	0.755
heavy metal	0.755
heroine	0.755
horrendous	0.755
injustice	0.755
knockout	0.755
leopard	0.755
loophole	0.755
loudly	0.755
marvel	0.755
millionaire	0.755
mocking	0.755
outwit	0.755
overburden	0.755
overhanging	0.755
overlord	0.755
powerhouse	0.755
pressing	0.755
promotion	0.755
pungent	0.755
quick	0.755
ranting	0.755
rapper	0.755
ravage	0.755
reproach	0.755
sacrificial	0.755
scold	0.755
semen	0.755
sneaking	0.755
sneer	0.755
squander	0.755
succeed	0.755
succeeding	0.755
sunburn	0.755
suspected	0.755
thumping	0.755
tortuous	0.755
undressed	0.755
vigor	0.755
viking	0.755
volatility	0.755
champ	0.754
docked	0.754
envious	0.754
gasp	0.754
snowboarder	0.754
decathlon	0.753
accuse	0.752
opportunism	0.752
undefeated	0.752
abhorrent	0.750
affronted	0.750
ambulance	0.750
animation	0.750
armed	0.750
arrogance	0.750
ass	0.750
battleship	0.750
blacklist	0.750
blow	0.750
brave	0.750
browse	0.750
brunt	0.750
choreography	0.750
damnation	0.750
demanding	0.750
dispute	0.750
dissect	0.750
distressing	0.750
dogged	0.750
doom	0.750
drugged	0.750
drugs	0.750
drumming	0.750
dynamic	0.750
entertainment	0.750
espionage	0.750
exalt	0.750
extinction	0.750
famed	0.750
fluctuation	0.750
force	0.750
gaol	0.750
glitter	0.750
greatness	0.750
groan	0.750
grumble	0.750
harmful	0.750
hasten	0.750
hazardous	0.750
heart disease	0.750
heartache	0.750
hideous	0.750
hormone	0.750
immense	0.750
immortal	0.750
impatiently	0.750
jackpot	0.750
looming	0.750
manifestation	0.750
momentum	0.750
outdo	0.750
peeved	0.750
phenomenal	0.750
plummet	0.750
polemic	0.750
proposition	0.750
quicken	0.750
rabies	0.750
reclamation	0.750
sanction	0.750
shot	0.750
shred	0.750
siege	0.750
snake	0.750
strain	0.750
survivor	0.750
suspect	0.750
swordplay	0.750
tireless	0.750
torment	0.750
traveling	0.750
worrying	0.750
wrest	0.750
disorderly	0.748
vanquishing	0.748
reincarnation	0.747
runner	0.747
cheerleader	0.746
mocked	0.746
slight surprise	0.746
accursed	0.745
accusing	0.745
alluring	0.745
asphyxiation	0.745
attentionseeker	0.745
award	0.745
bigot	0.745
booze	0.745
boyhood	0.745
bravery	0.745
breach	0.745
brisk	0.745
chagrined	0.745
choppers	0.745
chute	0.745
compete	0.745
culpability	0.745
deception	0.745
delusional	0.745
desperado	0.745
despise	0.745
emphasis	0.745
endurance	0.745
exclamation	0.745
expire	0.745
feline	0.745
fireman	0.745
haste	0.745
hooded	0.745
hurl	0.745
indictment	0.745
infatuation	0.745
infiltrate	0.745
launcher	0.745
lifesaver	0.745
luxuriant	0.745
malfeasance	0.745
martyrdom	0.745
nifty	0.745
obscene	0.745
offer	0.745
opportunity	0.745
paintball	0.745
perfection	0.745
potency	0.745
prejudicial	0.745
resentment	0.745
ridicule	0.745
rigor	0.745
rumble	0.745
scam	0.745
scorpion	0.745
sneak	0.745
spark	0.745
spectacle	0.745
spend	0.745
stomachache	0.745
strong	0.745
superhuman	0.745
suspicions	0.745
suspicious	0.745
torrent	0.745
traitorous	0.745
unruly	0.745
valiant	0.745
wrongdoing	0.745
impress	0.744
scramble	0.744
tracker	0.744
creaking	0.743
unforgivable	0.743
encroach	0.742
obstruction	0.742
painful	0.742
accidentally	0.741
arsenal	0.741
barred	0.741
coerce	0.741
cretins	0.741
disastrous	0.741
discontinuance	0.741
emotive	0.741
engender	0.741
firecracker	0.741
impelled	0.741
injection	0.741
newfound	0.741
opponent	0.741
payday	0.741
radiation	0.741
zeal	0.741
aerodrome	0.740
affront	0.740
aircraft carrier	0.740
antics	0.740
armada	0.740
awe	0.740
bitch	0.740
buckshot	0.740
bullheaded	0.740
conspire	0.740
crammed	0.740
difficulty	0.740
distort	0.740
exceptional	0.740
extraction	0.740
extreme anticipation	0.740
fascism	0.740
festive	0.740
fracture	0.740
goodnews	0.740
grand	0.740
guitarist	0.740
happyholidays	0.740
hassle	0.740
hot	0.740
hot sauce	0.740
hulk	0.740
hurrah	0.740
hypocritical	0.740
impetus	0.740
infidel	0.740
intruder	0.740
invoke	0.740
ire	0.740
joyful	0.740
judiciary	0.740
loathful	0.740
lurk	0.740
pirate	0.740
pleasure	0.740
policewoman	0.740
quicksand	0.740
raucous	0.740
resurrection	0.740
samba	0.740
scoundrel	0.740
shrapnel	0.740
slippery	0.740
sneaky	0.740
snoop	0.740
soar	0.740
sorcery	0.740
spectacular	0.740
speedily	0.740
splendid	0.740
stressed	0.740
stupefy	0.740
swindle	0.740
tearsofjoy	0.740
tempting	0.740
thoroughbred	0.740
tournament	0.740
transmutation	0.740
twitch	0.740
utmost	0.740
virus	0.740
whopping	0.740
wanton	0.739
conflicting	0.738
bigotry	0.737
comical	0.737
forte	0.737
outlandish	0.737
produce	0.737
awards	0.736
bridegroom	0.736
chuckle	0.736
colic	0.736
con	0.736
encroachment	0.736
homophobic	0.736
incestuous	0.736
incite	0.736
interference	0.736
interviewer	0.736
irradiation	0.736
jest	0.736
litigious	0.736
madhouse	0.736
penile	0.736
pretentious	0.736
propelled	0.736
rapt	0.736
reproduction	0.736
sacrilegious	0.736
samurai	0.736
scintillating	0.736
spanking	0.736
toxicology	0.736
twisted	0.736
amplify	0.735
castration	0.735
comedian	0.735
daze	0.735
delightful	0.735
desirable	0.735
despairing	0.735
dismayed	0.735
disruption	0.735
drinker	0.735
eccentricity	0.735
exert	0.735
expropriation	0.735
galloping	0.735
gaudy	0.735
glare	0.735
glory	0.735
great anticipation	0.735
happy	0.735
hateyou	0.735
horsepower	0.735
hurry	0.735
impeachment	0.735
impending	0.735
infection	0.735
inject	0.735
insurgent	0.735
interaction	0.735
intrude	0.735
irrationality	0.735
libelous	0.735
loudspeaker	0.735
manhood	0.735
matching	0.735
miracles	0.735
moan	0.735
pizzazz	0.735
plentiful	0.735
policy	0.735
punished	0.735
radiate	0.735
repugnant	0.735
severe	0.735
singer	0.735
sportsman	0.735
swarm	0.735
victory	0.735
wounds	0.735
ailment	0.734
concern	0.734
shaky	0.734
feared	0.733
spicy	0.733
auctioneer	0.732
happiness	0.732
abominable	0.731
begrudge	0.731
canyon	0.731
clap	0.731
cutter	0.731
electrocute	0.731
enrich	0.731
eviction	0.731
excessive	0.731
fend	0.731
fortune	0.731
galled	0.731
haunted	0.731
imposing	0.731
indestructible	0.731
indict	0.731
insolence	0.731
leakage	0.731
lottery	0.731
majestic	0.731
merry	0.731
migration	0.731
mortified	0.731
patrolman	0.731
radically	0.731
refute	0.731
smooch	0.731
squeal	0.731
stifled	0.731
sue	0.731
swagger	0.731
terribly	0.731
truculent	0.731
active	0.730
anthrax	0.730
backpacker	0.730
biggestfear	0.730
blowtorch	0.730
boost	0.730
campaign	0.730
coalition	0.730
coveted	0.730
cram	0.730
dynamical	0.730
effusion	0.730
empire	0.730
extremely positive	0.730
frustration	0.730
invasive	0.730
loathe	0.730
motorcade	0.730
ominous	0.730
political	0.730
protestant	0.730
rattler	0.730
sliding	0.730
stinging	0.730
surfboard	0.730
transfusion	0.730
wasteful	0.730
wooing	0.730
wrathful	0.730
breaking and entering	0.729
enlightening	0.729
gusto	0.729
hyperventilate	0.729
impromptu	0.729
limber	0.729
militia	0.729
nimble	0.729
opposition	0.729
picky	0.729
playhouse	0.729
starve	0.729
turbo	0.729
woo	0.729
courage	0.728
exquisitely	0.728
extraordinary	0.728
flapping	0.728
heck	0.728
shaker	0.728
stately	0.728
alarm clock	0.727
cavalry	0.727
dominatrix	0.727
hotshot	0.727
sorely	0.727
tickle	0.727
unscrupulous	0.727
wickedness	0.727
avarice	0.726
blizzard	0.726
complication	0.726
congrats	0.726
dabbling	0.726
damage	0.726
frankenstorm	0.726
giggling	0.726
interesting	0.726
itchy	0.726
miffed	0.726
mortality	0.726
paraphernalia	0.726
penitentiary	0.726
quarterback	0.726
raid	0.726
refutation	0.726
swirl	0.726
abyss	0.725
butt	0.725
condemnation	0.725
contagious	0.725
deleterious	0.725
determination	0.725
energy	0.725
enjoy	0.725
expel	0.725
lesbianism	0.725
lie	0.725
resurrect	0.725
supremely	0.725
teasing	0.725
toss	0.725
wounding	0.725
aerodynamic	0.724
animosity	0.724
aspiration	0.724
congratulate	0.724
degenerate	0.724
discrimination	0.724
embattled	0.724
escalade	0.724
escalating	0.724
expectance	0.724
expressive	0.724
feast	0.724
implosion	0.724
maim	0.724
manipulative	0.724
maximum	0.724
panicattack	0.724
pedophile	0.724
pieceofshit	0.724
powerfully	0.724
reclaim	0.724
successful	0.724
tortious	0.724
twinkle	0.724
unpleasantness	0.724
veracity	0.724
wail	0.724
crowds	0.723
dismissal	0.723
proactive	0.723
snide	0.723
specter	0.723
spoil	0.723
uphill	0.723
blitz	0.722
defend	0.722
hierarchy	0.722
infliction	0.722
regiment	0.722
tremendously	0.722
asteroid	0.721
bulletproof	0.721
conflagration	0.721
consequence	0.721
embroiled	0.721
flirty	0.721
forced	0.721
hardcore	0.721
impose	0.721
impregnate	0.721
impunity	0.721
jet	0.721
lunge	0.721
merriment	0.721
phenomenon	0.721
scorn	0.721
shrill	0.721
snags	0.721
swindler	0.721
yeahhhh	0.721
abduct	0.720
admirer	0.720
anguished	0.720
apprehension	0.720
ascension	0.720
beeper	0.720
breakup	0.720
cheerful	0.720
conglomeration	0.720
crusade	0.720
curse	0.720
death	0.720
degeneracy	0.720
enslaved	0.720
experiment	0.720
falsification	0.720
garbled	0.720
gorilla	0.720
headaches	0.720
hoodlum	0.720
ignition	0.720
impressionable	0.720
inspirational	0.720
mobilization	0.720
nefarious	0.720
painfully	0.720
perplexity	0.720
problematic	0.720
propose	0.720
stricken	0.720
surveillance	0.720
twinge	0.720
unexpected	0.720
wacky	0.720
betrayal	0.719
bonfire	0.719
buxom	0.719
discomfort	0.719
flirtation	0.719
hyena	0.719
keen	0.719
reconstruction	0.719
reinforcements	0.719
starship	0.719
straitjacket	0.719
suffering	0.719
thunderbolt	0.719
trainer	0.719
unbeatable	0.719
voluptuous	0.719
willful	0.719
accusation	0.718
annoyance	0.718
astonishment	0.718
athlete	0.718
competitive	0.718
divulge	0.718
influenza	0.718
tarantula	0.718
troops	0.718
alreadyyyyy	0.717
bare	0.717
beset	0.717
downfall	0.717
hack	0.717
huntress	0.717
illness	0.717
imprisoned	0.717
knife	0.717
lion	0.717
radiant	0.717
sacrifices	0.717
savory	0.717
whaling	0.717
wound	0.717
xmas	0.717
airman	0.716
bewilderment	0.716
buzzer	0.716
climber	0.716
disloyalty	0.716
egregious	0.716
euthanasia	0.716
falling	0.716
happiest	0.716
humiliating	0.716
indulge	0.716
oust	0.716
plagiarism	0.716
playoff	0.716
pterodactyl	0.716
quest	0.716
rapping	0.716
react	0.716
stumble	0.716
thunderstruck	0.716
trump	0.716
uptight	0.716
vital	0.716
wrecker	0.716
overdrive	0.715
antigravity	0.714
befuddled	0.714
daredevil	0.714
deluge	0.714
disordered	0.714
emotional	0.714
escalate	0.714
excursion	0.714
fascinated	0.714
filibuster	0.714
filthy	0.714
headstrong	0.714
hip hop	0.714
humiliate	0.714
interfere	0.714
loath	0.714
meteor	0.714
procreation	0.714
protect	0.714
slip	0.714
unforeseen	0.714
veryangry	0.714
voyage	0.714
aloud	0.713
banished	0.713
barracuda	0.713
burnt	0.713
correctional	0.713
epic	0.713
extreme trust	0.713
horde	0.713
hunting	0.713
intriguing	0.713
liven	0.713
poke	0.713
relentless	0.713
rogue	0.713
shameless	0.713
showbiz	0.713
sporty	0.713
workup	0.713
addicted	0.712
agoraphobia	0.712
career	0.712
caution	0.712
cobra	0.712
confess	0.712
controller	0.712
coral snake	0.712
gallows	0.712
hooligan	0.712
humiliated	0.712
humiliation	0.712
idolizing	0.712
inauguration	0.712
liberalism	0.712
luckygirl	0.712
propagation	0.712
rebirth	0.712
severity	0.712
sin	0.712
vermin	0.712
winning	0.712
wishful	0.712
wolf	0.712
exclaim	0.711
exotic	0.711
hamper	0.711
kicker	0.711
loot	0.711
squad	0.711
suspicion	0.711
abysmal	0.710
attest	0.710
biker	0.710
bodyguard	0.710
brigade	0.710
commando	0.710
commitment	0.710
courts	0.710
cusp	0.710
defendant	0.710
deserter	0.710
despicable	0.710
eavesdrop	0.710
exhaust	0.710
experimenter	0.710
heretic	0.710
housewarming	0.710
injure	0.710
intoxication	0.710
jaguar	0.710
martial	0.710
military	0.710
misdirection	0.710
muddle	0.710
renewal	0.710
spiteful	0.710
stun	0.710
tequila	0.710
toils	0.710
trafficking	0.710
witch	0.710
crusher	0.709
entertainer	0.709
extracting	0.709
formidable	0.709
yelp	0.709
bogeyman	0.708
bride	0.708
checkmate	0.708
coercion	0.708
concussion	0.708
criticize	0.708
crocodile	0.708
defender	0.708
egomaniac	0.708
electric	0.708
execute	0.708
fizz	0.708
greatly	0.708
grouchy	0.708
hard	0.708
haughty	0.708
impatient	0.708
jog	0.708
jolt	0.708
magnate	0.708
martyr	0.708
marvelously	0.708
narcissistic	0.708
negotiate	0.708
obstacle	0.708
odious	0.708
overjoyed	0.708
policeman	0.708
prevailing	0.708
resounding	0.708
sacrilege	0.708
soldier	0.708
strategic	0.708
superb	0.708
emphatic	0.707
tickled	0.707
witty	0.707
arrhythmia	0.706
asthmatic	0.706
confiscation	0.706
disobedient	0.706
dreaded	0.706
enmity	0.706
feat	0.706
festival	0.706
fetish	0.706
foreboding	0.706
fortunes	0.706
gigolo	0.706
glide	0.706
grab	0.706
gymnastic	0.706
hallucination	0.706
insurrection	0.706
miraculous	0.706
neuralgia	0.706
newlywed	0.706
pointedly	0.706
purposely	0.706
rascal	0.706
ruckus	0.706
scrapie	0.706
sperm	0.706
steroid	0.706
suck	0.706
supremacy	0.706
whiskey	0.706
ad	0.705
bondage	0.705
infuse	0.705
jolly	0.705
perplexed	0.705
purgatory	0.705
revel	0.705
train	0.705
act	0.704
alligator	0.704
asphyxia	0.704
ceaseless	0.704
chagrin	0.704
conviction	0.704
copter	0.704
crying	0.704
dispatcher	0.704
dominion	0.704
elite	0.704
emperor	0.704
entrepreneur	0.704
envy	0.704
felicity	0.704
forcibly	0.704
gasping	0.704
impostor	0.704
insistence	0.704
intolerance	0.704
intricate	0.704
lecherous	0.704
lying	0.704
melee	0.704
misbehavior	0.704
peaked	0.704
perfectionist	0.704
pickpocket	0.704
prodigy	0.704
protagonist	0.704
puma	0.704
rejection	0.704
resourceful	0.704
rocker	0.704
sassy	0.704
sickness	0.704
sizzle	0.704
snarling	0.704
soaring	0.704
stupefaction	0.704
taut	0.704
worse	0.704
manufacture	0.703
actionable	0.702
agility	0.702
airplane	0.702
arbitrary	0.702
auction	0.702
communist	0.702
conquest	0.702
crybaby	0.702
cull	0.702
disgraceful	0.702
displease	0.702
encounter	0.702
encouraged	0.702
engrossing	0.702
fucksake	0.702
gluttony	0.702
govern	0.702
hater	0.702
hemorrhoids	0.702
inspired	0.702
interstellar	0.702
journey	0.702
liquor	0.702
palpitations	0.702
predominance	0.702
racehorse	0.702
recharge	0.702
reinforcement	0.702
renegotiate	0.702
restraining	0.702
roadrunner	0.702
stirring	0.702
stubborn	0.702
undertake	0.702
unreasonable	0.702
profane	0.701
skill	0.701
surfer	0.701
varied	0.701
anarchist	0.700
aviator	0.700
beehive	0.700
bitchy	0.700
broadcasting	0.700
commandant	0.700
commotion	0.700
criticise	0.700
culpable	0.700
detachment	0.700
difficult	0.700
divorce	0.700
drummer	0.700
encouragement	0.700
enigma	0.700
fuckoff	0.700
governing	0.700
harpoon	0.700
horseman	0.700
manipulate	0.700
nip	0.700
overhead	0.700
participation	0.700
persuasive	0.700
pimp	0.700
platoon	0.700
preoccupied	0.700
proud	0.700
pumped	0.700
quickie	0.700
ravenous	0.700
saturated	0.700
scalpel	0.700
sinning	0.700
spectrum	0.700
sport	0.700
supreme	0.700
trick	0.700
twitching	0.700
volleyball	0.700
yayyy	0.700
adoration	0.699
hardheaded	0.699
mysterious	0.699
bartender	0.698
bet	0.698
brighter	0.698
campaigner	0.698
censorship	0.698
chant	0.698
christmassy	0.698
claws	0.698
concerned	0.698
contending	0.698
contest	0.698
defense	0.698
detention	0.698
disappearance	0.698
efficacious	0.698
heartbeat	0.698
indebted	0.698
leading	0.698
leeches	0.698
mangy	0.698
nerve	0.698
ogre	0.698
reagent	0.698
spacecraft	0.698
spontaneity	0.698
swimmer	0.698
talons	0.698
vibrate	0.698
dazed	0.697
superior	0.697
abate	0.696
addict	0.696
artifice	0.696
bankruptcy	0.696
bigamy	0.696
burdensome	0.696
cahoots	0.696
cloning	0.696
crumbling	0.696
deceit	0.696
defector	0.696
despotism	0.696
destroyed	0.696
duel	0.696
excuse	0.696
fantastic	0.696
feverish	0.696
fling	0.696
freakout	0.696
frustrating	0.696
fuckedoff	0.696
hoax	0.696
homosexuality	0.696
intervention	0.696
intrepid	0.696
landing	0.696
obstinate	0.696
outraged	0.696
priceless	0.696
quell	0.696
questioning	0.696
restrain	0.696
resuscitate	0.696
revoke	0.696
sanctioned	0.696
serpent	0.696
shambles	0.696
skyscraper	0.696
snakeskin	0.696
spiders	0.696
sports car	0.696
sultry	0.696
surgical	0.696
taunt	0.696
troop	0.696
undertaker	0.696
hag	0.695
shitfaced	0.695
accomplishment	0.694
adolescence	0.694
alter	0.694
asteroids	0.694
ballpark	0.694
bane	0.694
barks	0.694
bloat	0.694
cancer	0.694
commend	0.694
counterfeit	0.694
delirium	0.694
dicks	0.694
disguise	0.694
disrespectful	0.694
elope	0.694
enormously	0.694
explicit	0.694
fantasia	0.694
fatalism	0.694
gambler	0.694
genital	0.694
intractable	0.694
irreverent	0.694
libel	0.694
loathsome	0.694
lurch	0.694
meanness	0.694
morbidness	0.694
pollution	0.694
preoccupation	0.694
resistance	0.694
reward	0.694
rhythmical	0.694
riches	0.694
sharpen	0.694
showgirl	0.694
stamina	0.694
swat	0.694
tackling	0.694
transplantation	0.694
trooper	0.694
vicious	0.694
win	0.694
duet	0.693
snicker	0.693
admire	0.692
bastard	0.692
carcinoma	0.692
colossal	0.692
countdown	0.692
crisp	0.692
desire	0.692
diarrhoea	0.692
evolve	0.692
fooled	0.692
growthefuckup	0.692
